Serial,Lon,Lat,Code
PI040298AD5G204086,-3.421,56.578,h1hwefqp
PI040298AD5I212247,-3.423,56.577,5r6b6ww5
PI040298AD5I209857,-3.422,56.578,k2gtvc0h
PI040298AD5I209240,-3.421,56.578,sq47sfqh
PI040298AD5I212215,-3.422,56.577,jt28xyeg
PI040297AD5I207931,-3.421,56.577,vk5hvwh2
PI040298AD5I214125,-3.421,56.578,6ya4w1a5
PI040298AD5I211560,-3.423,56.578,bgdr7tqz
PI040298AD5I212223,-3.421,56.578,p3w0mmjj
PI040298AD5I213686,-3.421,56.577,8wttzt86
PI040298AD5I213682,-3.423,56.578,3hz3nt2c
,-3.422,56.577,thxke2e9
PI040298AD5I210645,-3.422,56.578,jn9jxy8c
PI040297AD5I208565,-3.251,56.536,rmjq64nh
PI040297AD5I209278,-3.427,56.372,hfxd7gv0
PI040297AD5I208706,-3.579,56.424,t2hxsmy1
PI040298AD5I212553,-6.933,53.043,26x3zf3f
PI040298AD5I213914,-6.933,53.044,2ha4n5py
PI040298AD5I211406,-6.932,53.044,fmrhbdxw
PI040298AD5I214067,-6.932,53.044,rvp6hv0r
PI040298AD5I212958,-6.932,53.045,2w6y0k0g
PI040298AD5I213231,-6.932,53.044,a6qww5b7
PI040298AD5I211631,-6.931,53.044,vrt3zeq7
PI040298AD5I212437,-6.931,53.044,nb71bnb1
PI040298AD5G205351,-6.931,53.044,3nrzgbjf
PI040298AD5I212444,-6.93,53.044,qx2f7zxn
PI040298AD5I212599,-7.044,53.225,9necfnxj
PI040298AD5I213074,-7.044,53.225,h581tzte
PI040298AD5I214011,-7.043,53.225,yjbj4wxn
PI040298AD5G201052,-6.93,53.044,j3hqvt71
PI040298AD5I212494,-6.929,53.044,dsfmazd7
PI040298AD5I212658,-7.042,53.225,q4j9wwwx
PI040298AD5I213969,-7.04,53.225,chqhqtc4
PI040298AD5I213176,-7.02,53.191,3dptqp6w
PI040298AD5G203493,-7.02,53.192,14w8y7xq
PI040298AD5I212927,-7.018,53.192,ya75ewqp
PI040298AD5I213336,-7.019,53.191,kavp6f6d
PI040298AD5I211582,-7.019,53.191,6pra1yt6
PI040298AD5I212488,-7.018,53.19,wfsag38b
PI040298AD5I214010,-7.017,53.191,t0cmydg9
PI040298AD5I212043,-7.017,53.191,w7f44baq
PI040298AD5I210964,-7.042,53.225,594x4xcc
PI040298AD5I212487,-7.041,53.225,c21psh4w
PI040298AD5I213626,-7.038,53.225,w5n6e6rc
PI040298AD5G205347,-7.038,53.225,nwy253mt
PI040298AD5I211188,-7.037,53.225,6d86qw2c
PI040297AD5I207178,-3.064,56.458,53v06rgy
PI040298AD5I213016,-7.039,53.225,wge04d6x
PI040298AD5I213072,-7.04,53.225,yb49m9p1
PI040298AD5I211323,-7.017,53.191,f1annsk6
PI040298AD5I212628,-7.019,53.192,mfdgahxc
PI040298AD5G200517,-7.018,53.191,xmeg8m5y
PI040298AD5I210970,-8.427,54.738,7mn86yh5
PI040298AD5J214536,-6.699,52.646,dfwbja26
PI040297AD5I206526,-3.183,55.926,89pw9jvm
PI040298AD5I210243,-3.183,55.926,1srj15v9
PI040298AD5I211308,-7.022,52.689,wn0m9qk4
PI040298AD5I213192,-7.019,52.688,zk431hwz
PI040298AD5I210935,-7.024,52.687,3snm0dbz
PI040298AD5I211211,-3.321,56.579,eqhyjx7h
PI040298AD5G201012,-3.321,56.579,x2z46b11
PI040298AD5G200720,-3.32,56.579,nzh0wy57
PI040298AD5I209764,-4.195,55.805,s3j3016p
PI040298AD5G200817,-4.195,55.805,z88vw7dg
PI040298AD5I212811,-4.195,55.805,rp2fxbkq
PI040298AD5I210850,-8.427,54.738,dn3qw6sz
PI040298AD5I207356,-8.427,54.738,ktbka4qy
PI040297AD5I204958,-3.124,56.48,yer6pqmj
PI040297AD5I205951,-3.125,56.482,b0jtyfmz
PI040298AD5I211788,-6.796,52.299,hc17d7b6
PI040298AD5I212543,-6.792,52.288,ydgyz02k
PI040298AD5I209391,-7.284,55.257,ym2bsaa3
PI040298AD5I205499,-7.284,55.257,w56zg3rp
PI040298AD5I206806,-7.314,52.584,5gv85pe3
PI040298AD5J214625,-7.0,52.57,jr40b1ks
PI040298AA3I001679,-8.035,52.947,80qtw9pp
PI040298AA3I002380,-8.035,52.947,30a6eq48
PI040298AD5J214513,-7.314,52.584,k0xmx5zb
PI040298AD5J214441,-7.309,52.579,c1mge3f2
PI040298AD5I206806,-7.313,52.584,qzb6818q
PI040298AD5J214625,-7.308,52.579,fnj17gww
PI040298AD5J214250,-7.309,52.579,safdbt7w
PI040298AD5I207777,-7.309,52.581,243vtk0h
PI040298AD5I208543,-7.309,52.58,m7gef57c
PI040298AD5J214908,-7.314,52.584,gmqpsdcv
PI040298AD5I211171,-7.31,52.581,vb7b6137
PI040298AD5I205805,-7.308,52.579,t3znv8ha
PI040298AD5I212462,-7.901,52.524,s7b5t1gs
PI040298AD5I211791,-7.902,52.523,n2tp5918
PI040298AD5I210948,-7.186,52.253,cbbp99d7
PI040298AA3J009611,-8.037,52.947,ct3r7apr
PI040298AA3L038624,-8.037,52.947,epdrb6vm
PI040298AA3L039992,-8.037,52.947,j5ypmbsx
PI040298AA3I002772,-8.038,52.947,6wn1yz0g
PI040298AD5I209200,-2.75,56.72,9ebms37x
PI040298AD5G203364,-2.75,56.72,gw0b01hq
PI040297AA3L024781,-3.224,55.831,6sk90442
PI040298AD5I211364,-2.776,56.717,e7v99r7p
PI040298AD5I213056,-2.776,56.717,pf9mhg1a
PI040298AD5I211982,-2.756,56.727,gykbmzy5
PI040298AD5I213091,-2.753,56.729,eff1pvqv
PI040298AD5I213083,-2.755,56.728,apyvf7wx
PI040298AA3I002968,-8.039,52.947,v810ds0z
PI040298AA3I004932,-8.038,52.947,gfh4zvhk
PI040298AA3I002159,-8.038,52.947,3vdrxzf0
PI040298AA3J009465,-8.037,52.947,g2kbg7mk
PI040298AD5I212961,-6.878,52.865,ab4w4qe9
PI040298AD5I213069,-6.94,52.932,6vawxymx
PI040298AD5I214005,-6.94,52.932,138bn0rz
PI040298AD5I212997,-6.942,52.931,7n81xcbx
PI040298AD5I213147,-6.942,52.932,3758n6kk
PI040298AD5I213251,-6.941,52.933,tjpzdmn4
PI040298AD5G201612,-6.941,52.933,x4axzz18
PI040298AD5I212419,-6.941,52.932,atsws20q
PI040298AD5I212607,-6.94,52.931,sewdbzf6
PI040298AD5I212435,-3.238,56.57,z8v4wxrf
PI040298AD5I213095,-3.253,56.507,2mg663bm
PI040298AD5I211345,-3.253,56.507,j8ywxsxz
PI040298AD5I210750,-3.253,56.507,prgvnw9w
PI040298AD5I209496,-3.252,56.506,fwbexj8r
PI040298AD5I210738,-3.252,56.506,9730v5z7
PI040298AD5I206998,-3.251,56.506,h98bkktw
PI040298AD5I208094,-3.251,56.506,k4j3393w
PI040298AD5I212231,-3.251,56.506,448fsabs
PI040298AD5I205957,-3.252,56.507,kg3s8r48
PI040298AD5I205894,-3.253,56.507,41rc635c
PI040298AD5I206465,-3.254,56.508,j16rncm8
PI040298AD5I211371,-3.253,56.507,f9wh96dz
PI040298AD5I206189,-3.252,56.507,kxg6jaqk
PI040298AD5I206461,-3.251,56.506,2wab5n22
PI040298AD5I206663,-3.251,56.506,4mw8d468
PI040298AD5I207042,-3.251,56.506,5gq4a7z5
PI040298AD5I208098,-3.251,56.506,wv1ayn33
PI040298AD5I205843,-3.25,56.506,4gz8rjb5
PI040298AD5I208444,-3.25,56.506,yx95p4d2
PI040298AD5I211260,-3.251,56.507,0kktvtkz
PI040298AD5I208552,-3.252,56.507,4jk4k2j6
PI040298AD5I210758,-3.25,56.506,5td1bsze
PI040298AD5I213105,-3.252,56.507,mcnxm6rj
PI040298AD5I208795,-3.253,56.508,7rt5xyb7
PI040298AD5I208481,-3.252,56.508,kdzfhtat
PI040298AD5I208209,-3.253,56.508,fgjje9a4
PI040298AD5I211294,-7.019,52.98,8tnq60jh
PI040298AD5I213179,-7.018,52.981,dm3dzxp2
PI040298AD5I212833,-7.018,52.98,06mkyyrf
PI040298AD5I213145,-7.02,52.98,c961pczr
PI040298AD5G203791,-7.019,52.979,r2v3qsk6
PI040298AD5I211932,-7.019,52.98,ccmrkkps
PI040298AD5I212041,-7.017,52.979,xw7sbx88
PI040298AD5I213229,-7.02,52.98,kt99df4w
PI040298AD5I213335,-7.018,52.979,ak3zvyq7
PI040298AD5I212414,-7.017,52.979,v0vgng6f
PI040298AD5I210241,-7.017,52.98,3r60jh22
PI040298AD5I214134,-7.018,52.98,ztbck665
PI040298AA3I003968,-8.037,52.947,46nkk785
PI040298AA3I001687,-8.038,52.947,rqxv5kw6
PI040298AD5J214738,-7.107,52.712,g83cr9dj
PI040298AD5I207985,-7.11,52.711,08my59m0
PI040297AD5I209788,-3.251,56.506,ryq505pa
PI040298AD5G201060,-3.252,56.506,x2q3xxbj
PI040298AD5I211333,-3.254,56.507,3mbnbzyy
PI040298AD5I208091,-3.254,56.507,4r3f15em
PI040298AD5I208071,-3.254,56.507,h0m6a1ys
PI040298AD5I210763,-3.254,56.507,e36bzdh4
PI040298AD5I207335,-3.254,56.507,8md97x6n
PI040298AD5I209288,-3.254,56.507,mdxzc357
PI040298AD5I208062,-3.253,56.507,2fjcav1b
PI040298AD5I208083,-3.251,56.506,644jvp3y
PI040298AD5I211336,-3.251,56.506,n15ktvkc
PI040298AD5I206886,-3.252,56.506,11rm2t6t
PI040298AD5I212426,-3.253,56.507,j8gp71sw
PI040298AD5I213334,-6.879,52.865,aq6r0gat
PI040298AD5I210968,-6.796,52.299,y9v7pw6e
PI040298AD5I211200,-6.768,52.297,sj0fqtfg
PI040298AD5I208218,-2.782,56.713,5kgkfm8j
PI040298AD5I213082,-7.318,55.238,gj83xzbx
PI040297AD5I208023,-3.252,56.552,n85ghx1g
PI040298AD5I211369,-2.778,56.718,dzk302rz
PI040298AD5I211468,-2.779,56.719,5m4v9q7j
PI040298AD5I211097,-7.901,52.524,f2ame6eq
PI040298AD5I214092,-6.942,52.933,8pfb2v8k
PI040298AD5I210746,-6.943,52.932,jjmxgyed
PI040298AD5I211642,-6.943,52.931,s3p58gds
PI040298AD5I211416,-6.943,52.931,zrq16xn0
PI040298AD5J215158,-6.913,52.481,jahz8zdn
PI040298AD5I206713,-6.913,52.481,zz093xhh
PI040298AD5J215120,-6.917,52.468,8vzj7v0x
PI040298AD5J215020,-6.914,52.482,mhrck1v5
PI040298AD5I211361,-2.809,56.513,w6ss1gg0
PI040298AD5I213084,-2.806,56.512,bkfbb3vd
PI040298AD5I206751,-3.17,56.625,vjp413cc
PI040298AD5I211773,-3.17,56.625,7f5544cn
PI040298AD5I209347,-3.14,56.622,awnc8zga
,-3.17,56.626,r88q0jc7
PI040298AD5I211985,-2.926,56.517,76rtmbc4
PI040298AD5G201429,-2.806,56.513,t2eg9vm0
PI040298AD5I211356,-2.806,56.512,gngsjerx
PI040298AD5I213753,-6.659,52.857,vegekv8a
PI040298AD5I212497,-6.659,52.857,fj0rfykf
PI040298AD5I210863,-6.659,52.856,aqk3f6c8
PI040298AD5I212447,-6.659,52.856,ja1py5ac
PI040298AD5I210867,-6.659,52.857,d04d1hwp
PI040298AD5I205677,-3.252,56.552,7bmt3d6j
PI040297AD5I209196,-3.251,56.552,1k7gtg5n
,-3.251,56.554,yah59rtx
PI040298AD5I213849,-3.76,56.52,tnkr64n7
PI040298AD5I213653,-3.761,56.519,eajbvpk9
PI040298AD5I206221,-3.76,56.52,z38vnvn8
PI040298AD5I211681,-3.76,56.52,0a05p06e
PI040298AD5I210797,-3.992,55.698,hj008mtt
PI040297AD5I207126,-3.454,56.551,1bwwc9t6
PI040298AA4E057568,-6.089,54.262,pyn6kfq2
PI040298AA4E057633,-6.089,54.262,5afkvamf
PI040298AA4E057936,-6.089,54.262,vtn03t39
PI040298AA4C055439,-6.09,54.262,daz4dh9c
PI040298AA4E057901,-6.089,54.262,z17s9b62
PI040298AA4E057037,-6.091,54.262,jg8tmzkk
PI040298AA4E057630,-6.089,54.262,914qn50s
PI040298AA4E057324,-6.09,54.262,ccs9wbk4
PI040298AA4E057110,-6.089,54.262,ckkmbzej
PI040298AA4E057454,-6.089,54.262,3szytt5k
PI040298AA4E057415,-6.089,54.262,zwdwm26m
PI040298AA4E057878,-6.09,54.262,qg8hph7v
PI040298AD5I213473,-3.176,56.531,17a4g1t8
PI040298AD5G201790,-3.175,56.531,thq0rxsc
PI040298AD5I211490,-3.175,56.531,tx8qwxck
PI040297AD5I210076,-3.173,56.532,7yb2pp9g
PI040297AD5I207203,-3.174,56.532,7at49749
PI040297AD5I209376,-3.173,56.534,6d5h5g6j
PI040298AD5G203411,-2.939,51.847,nnmm0kf6
PI040298AD5I210026,-2.94,51.848,2mwr0a96
PI040298AD5I208568,-6.902,52.861,0hecww4n
PI040298AD5I207187,-6.917,52.86,rwzxk3kg
PI040298AD5I211880,-0.273,51.378,y8q9r1b5
PI040298AD5I213489,-2.937,51.849,1tahj6m0
PI040298AD5I208472,-2.94,51.848,5474ewxn
PI040298AD5J214993,-0.273,51.378,c9vff1y4
PI040298AD5G200449,-0.273,51.378,dqes1ess
PI040298AD5I206560,-2.942,51.844,bzmq9g87
PI040298AD5I213104,-3.992,55.698,v0mabsna
PI040298AD5I209668,-3.992,55.698,eyjcnwpe
PI040298AD5I207546,-2.936,51.849,6nfeks65
PI040298AD5I211366,-2.935,56.516,6g4d9tqg
PI040298AD5I211980,-2.804,56.513,wqfc3zt2
PI040298AD5I211817,-2.938,56.516,vps3as31
PI040298AD5I213090,-2.805,56.514,2v5fvtv7
PI040298AD5I211981,-2.931,56.519,55v55ckp
PI040298AD5I212274,-1.934,53.444,382aah4g
PI040298AD5I213809,-1.934,53.444,810zhcw7
PI040298AD5J214271,-1.933,53.444,m0nxxfgf
PI040307AA4E029750,-0.337,51.147,tknx3vcd
PI040307AA4E027889,-0.336,51.147,h6zz54z2
PI040298AD5I212561,-7.843,52.378,qx31mvkx
PI040298AD5I211042,-7.84,52.379,mtsq14qq
PI040298AD5I212003,-7.84,52.379,jkxph8e0
PI040298AD5I211998,-7.843,52.376,ny9kzj2e
PI040298AD5J214269,-0.273,51.378,7dgz8da2
PI040298AD5J214460,-0.273,51.378,yh54117q
PI040298AD5I208990,-0.273,51.378,q1tmcpet
PI040298AD5I212820,-0.273,51.378,nf1ddyqk
PI040298AD5I207661,-0.273,51.378,n4e2pc8s
PI040298AD5J214486,-0.273,51.378,xjvtf4en
PI040298AD5J214632,-0.273,51.378,jqfwsm4v
PI040298AD5J215161,-7.264,55.249,5s891d0r
PI040307AA4E028489,-1.153,52.985,t44w7q12
PI040307AA4E029529,-2.627,51.442,r7945wfs
PI040307AA4E029074,-2.626,51.442,180fpch8
PI040298AD5I212225,-2.939,51.849,c7aqbs4j
PI040298AD5I213492,-2.941,51.85,v3hm8myg
PI040298AD5I209725,-2.942,51.85,0rx3v69a
PI040298AD5J214939,-7.07,52.583,9v139aey
PI040298AD5J214543,-7.07,52.583,nn1kd7ke
PI040298AD5J214721,-7.07,52.583,g89q7pa2
PI040298AD5J214910,-7.07,52.583,6nqxpn2w
PI040298AD5J214627,-7.07,52.583,9nprh8jc
PI040298AD5I212015,-7.07,52.583,hzh315k0
PI040298AD5G205337,-7.07,52.583,scezgd5q
PI040298AD5J214946,-7.07,52.583,yt47x61m
PI040298AD5I211051,-7.07,52.583,kg9wdsre
PI040298AD5J214219,-7.097,52.6,srnpe0tr
PI040298AD5I210972,-7.07,52.583,gtvgv0f0
PI040298AD5J214954,-7.071,52.583,8wks5zz6
PI040298AD5I213806,-7.121,52.244,drss0fn2
PI040307AA4E027542,-1.278,52.368,53h2bpn0
PI040307AA4E029414,-3.49,50.744,v8pdmtbe
PI040298AD5J214752,-1.933,53.444,svggrqv3
PI040298AD5I212882,-4.912,54.692,semenehy
PI040307AA4E028945,-4.912,54.692,fpkr32kf
PI040297AD5I208467,-2.882,56.476,gn2xzaf0
PI040298AD5I212157,-7.021,52.688,n3ap312g
PI040307AA4E027607,1.015,51.966,9k09wrsy
PI040307AA4E028625,-1.012,51.444,1rk0qdfa
PI040307AA4E028233,-1.012,51.444,an1qaqgj
PI040307AA4E028620,-1.012,51.444,h6j5zr8d
PI040307AA4D025524,-1.012,51.444,vebpd8w7
PI040307AA4E027167,-2.305,53.558,q2v9xgf2
PI040307AA4E028649,-3.49,50.744,exn9cd91
PI040307AA4E029482,-3.49,50.744,t58hr2gx
PI040298AD5I211436,-7.308,52.583,gwn19k8z
PI040307AA4E029079,-1.168,52.989,vzmvqhss
PI040307AA4E028667,-3.49,50.744,j0cnamqd
PI040298AD5I210413,-2.595,56.558,x7b5g87w
PI040298AD5I209348,-2.941,51.849,y812cpxh
PI040307AA4E027612,-3.49,50.744,rje0ja01
PI040307AA4E028478,1.011,51.968,1pgeqtr0
PI040298AD5I205942,-2.964,56.593,xwkz2zk6
PI040298AD5I206558,-2.965,56.592,cxjfz146
PI040298AD5I212156,-2.968,56.594,93rm7jwb
PI040298AD5I212245,-2.969,56.594,sfyb8yd5
PI040298AD5I213810,-2.971,56.594,9wz9pvft
PI040298AD5I213985,-2.974,56.594,e21hpsk6
PI040298AD5I210716,-2.976,56.593,2956vdjj
PI040307AA4E028607,-3.489,50.744,qkya6naz
PI040307AA4E028902,-3.489,50.744,a2yn35vw
PI040298AA4A042120,-3.923,52.277,r0mzcdpe
PI040298AA4E057234,-3.922,52.277,h4rkyw4n
PI040297AD5I207326,-3.733,56.011,6dm56qzq
PI040297AD5I207243,-3.733,56.011,64knnfep
PI040307AA4E028150,-3.923,52.277,qhm8hj7s
PI040307AA4E029249,-3.923,52.277,y67722qk
PI040298AD5I213975,-2.912,56.537,4t9gst1y
PI040298AD5I211363,-2.912,56.538,2qey62d7
PI040298AD5I210753,-2.911,56.537,ddkq7jbt
PI040298AD5I210737,-2.911,56.537,q5qxv520
PI040307AA4E028273,-3.49,50.745,ngcx1pmt
PI040298AA4A041395,-3.923,52.276,mga26jdk
PI040307AA4E029864,-3.923,52.277,kb7cxnmm
PI040307AA4E029877,-3.923,52.277,9a5z8q5v
PI040307AA4E029811,-3.922,52.277,bgfydh3g
PI040298AD5J214323,-3.922,52.277,2c4eq3ks
PI040298AD5I211324,-2.901,56.539,7crzxfaw
PI040298AD5I212430,-3.234,56.572,ntz1zdef
PI040298AD5I205691,-7.048,52.485,z2ec6n8x
PI040307AA4E027855,-2.589,53.269,d334cspd
PI040307AA4E028476,-2.589,53.269,97qvsce5
PI040307AA4E028907,-2.59,53.269,bvmjp41m
PI040307AA4E028571,-2.59,53.269,md5nhnst
PI040307AA4E028200,-2.59,53.269,1sj3ttga
PI040307AA4E028905,-3.49,50.745,t520v8g9
PI040307AA4D026008,-1.153,52.985,ez5cqztb
PI040298AD5I212456,-3.751,51.768,aq6kcgn8
PI040298AD5J215048,-1.45,52.821,0k6h5gz9
PI040298AD5I213191,-3.924,52.276,1yexqsfd
PI040298AA4E057470,-3.924,52.277,zp88ab6a
PI040307AA4E027543,-3.923,52.277,605cyx1t
PI040298AD5J214625,-7.309,52.579,crqxmgdp
PI040298AD5I213148,-3.751,51.768,mqy0vs0c
PI040298AD5I213151,-3.751,51.768,tktr6qcm
PI040298AD5J215115,-3.751,51.768,fdqrykwa
PI040307AA4E028015,-3.49,50.744,rcrw05cr
PI040298AD5J214347,-1.443,52.858,9fj7w7w4
PI040298AD5G202969,-1.435,52.827,0rgxthwn
PI040298AD5G202743,-1.435,52.827,7nhp7zyk
PI040298AD5J214523,-1.435,52.827,nqj27q73
PI040307AA4E028726,-3.49,50.744,373n9ffy
PI040307AA4E027228,-2.305,53.558,yg1377zf
PI040298AD5I213795,-7.121,52.269,mq4n3sn2
PI040298AD5I208634,-3.266,56.575,bar18hvg
PI040298AD5G202263,-3.252,56.506,mvwvbvv8
PI040298AD5G201721,-3.253,56.508,q5gapcdt
PI040298AD5I205897,-3.252,56.507,9a0kzf67
PI040298AD5I212194,-3.173,56.534,8mnc1hpg
PI040298AD5I213118,-2.755,56.728,shqkc5mf
PI040307AA4D026942,-2.301,53.56,6szpztwp
PI040307AA4E027256,-2.3,53.562,swe8ef7v
PI040307AA4C022362,-1.043,50.842,2f5c9bb6
PI040307AA4E028316,-3.49,50.744,59es2k9e
PI040307AA4E027228,-2.305,53.558,3b9spmha
PI040307AA4E027167,-2.305,53.558,gmvzn9ds
PI040307AA4E027095,-2.301,53.558,5nshf9sx
PI040307AA4D026942,-2.301,53.56,shxpr7w4
PI040307AA4C022030,-1.043,50.842,ekvarnmg
PI040298AD5I208268,-3.234,56.519,h38esycn
PI040298AD5I213475,-3.229,56.52,a2w00m70
PI040298AD5I206917,-3.231,56.521,743vkrqc
PI040298AD5I209914,-3.234,56.519,phsgj47w
PI040298AD5I207241,-3.235,56.519,y2c8e881
PI040298AD5I213478,-3.233,56.52,chj5na0s
PI040298AD5I208240,-3.235,56.519,rr894fb8
PI040298AD5G203391,-3.235,56.519,nqsn6b8j
PI040298AD5I210690,-3.233,56.52,82cvjpz9
PI040298AD5I211803,-3.233,56.521,jjj3twcr
PI040298AD5I207870,-3.234,56.519,1jj5y9xy
PI040298AD5I213226,-3.233,56.52,cyr0z5wh
PI040298AD5I209205,-3.233,56.52,14gbem53
PI040298AD5I210852,-3.234,56.52,c8r7f2xn
PI040298AD5I213266,-3.229,56.52,r7437aan
PI040298AD5I206234,-3.233,56.52,w5vhdpqz
PI040298AD5I210855,-3.232,56.521,exg0vbks
PI040298AD5I212641,-3.235,56.519,zkpcer2m
PI040298AD5G203371,-3.232,56.521,fbernbmc
PI040298AD5I210979,-3.233,56.52,96sznrq7
PI040298AD5I210778,-3.233,56.52,cv01bh5n
PI040298AD5I210489,-3.235,56.519,gyt3518c
PI040298AD5I207407,-3.233,56.52,awb57m28
PI040298AD5I206236,-3.236,56.519,nrh5sfpn
PI040298AD5I210689,-3.235,56.519,5jqcx9rg
PI040298AD5I211514,-3.235,56.519,m15srn90
PI040298AD5I213215,-3.235,56.519,3fftkg31
PI040298AD5I207251,-3.236,56.519,6cvxjh3z
PI040298AD5I213261,-3.234,56.52,1ats6094
PI040298AD5I207434,-3.234,56.52,3ydpw582
PI040298AD5G201670,-3.234,56.52,nsz6xnwy
PI040298AD5I211479,-3.231,56.521,gdfdtya5
PI040298AD5I211802,-3.233,56.521,ds2n7z6d
PI040298AD5I211224,-3.233,56.521,tv85k9bd
PI040298AD5I212345,-3.23,56.521,7krmdejk
PI040298AD5I213462,-3.233,56.521,p8ejgmzy
PI040298AD5I206098,-3.231,56.521,wsc3c0j0
PI040298AD5I211489,-3.23,56.521,krq57d8w
PI040298AD5I212346,-3.231,56.521,9atazp5v
PI040298AD5I213470,-3.229,56.52,v8q8xsme
PI040298AD5I210975,-3.228,56.52,h25yjzz1
PI040298AD5I213480,-3.228,56.52,9m032tg3
PI040298AD5I213264,-3.228,56.52,9tnh7st2
PI040297AD5I206678,-3.276,56.546,mdkj9p8j
PI040297AD5I209753,-3.276,56.546,d2jtn13s
PI040297AD5I208284,-3.276,56.546,jkkg5bpm
PI040297AD5I206645,-3.276,56.546,c8nste63
PI040297AD5I207666,-3.276,56.546,1dzega1d
PI040297AD5I208458,-3.276,56.546,rv1zhbkm
PI040297AD5I206961,-3.276,56.546,q5vfrdbp
PI040297AD5I208646,-3.276,56.546,3y5z12pw
PI040297AD5I209079,-3.276,56.546,zbmg2t64
PI040297AD5I206821,-3.276,56.546,61t9ahay
PI040298AD5I208463,-3.233,56.52,4jetz06w
PI040298AD5I212171,-3.233,56.521,qh4fgq5n
PI040298AD5I211940,-3.751,51.768,1943ka04
PI040298AD5I211017,-3.25,56.506,cdyhq8ja
PI040298AD5I213575,-3.235,56.519,2ns6xmws
PI040307AA4E028853,-3.491,50.744,cayxgchx
PI040298AD5I208354,-3.253,56.539,5ws022zb
,-3.251,56.536,ddfwnz4z
PI040298AD5I213773,-3.422,56.578,3yxdkc4b
PI040298AD5I212096,-3.421,56.578,06pmqycw
PI040298AD5I213080,-3.992,55.698,ydff71e2
PI040298AA3J017456,-4.072,52.234,5ax7bjz8
PI040298AA3I004194,-4.072,52.234,g5crqky2
PI040298AA3I005378,-4.072,52.234,h48a8na5
PI040298AA3J007511,-4.072,52.235,g7a079p9
PI040298AA3J009286,-4.073,52.235,6mwtxafn
PI040298AA3I004332,-4.073,52.235,2eaxpra9
PI040298AA3I000668,-4.68,52.081,kv9cmkm1
PI040298AA3J009537,-4.075,52.234,9hwzp1ah
PI040298AA3I006517,-4.074,52.234,fn5n4tfd
PI040298AA3J007030,-4.074,52.234,eqt0fjg9
PI040298AA3I001707,-4.072,52.234,kx02hk4b
PI040298AA3I002354,-4.072,52.235,04a3hnqg
PI040298AA3I001265,-4.072,52.234,g3tkjxh4
PI040307AA4E028857,-3.49,50.744,n12rh0my
PI040307AA4C023174,-1.89,53.927,raahwgdw
PI040307AA4C024469,-1.89,53.927,1kwwh8k9
PI040307AA4C023449,-1.89,53.927,36nkwdpt
PI040307AA4C021143,-1.89,53.927,3e4xnsra
PI040307AA4C020530,-1.89,53.927,es4xa6d2
PI040307AA4C021375,-1.89,53.927,pnxr2vah
PI040307AA4C024402,-1.89,53.927,twkste47
PI040307AA4C021792,-1.823,53.856,j11q0v1r
PI040307AA4C021123,-1.823,53.856,bnxhmnfx
PI040307AA4E028518,-3.516,50.729,4926psm0
PI040307AA4C020109,-1.914,53.773,rmd36tz3
PI040307AA4C021255,-1.916,53.773,6y1kfwwv
PI040307AA4C021782,-1.914,53.773,931wx4mg
PI040307AA4C021680,-1.916,53.773,y07ncbja
PI040307AA4C024805,-1.916,53.773,5gfc7kw2
PI040307AA4C021495,-1.916,53.773,kd1qeewm
PI040307AA4C025074,-1.916,53.773,ytxcs9m3
PI040307AA4C024620,-1.916,53.773,hagywwmb
PI040307AA4C024701,-1.778,53.784,vtdsxs3z
PI040307AA4C024400,-1.778,53.784,q73sxa45
PI040307AA4C024010,-1.778,53.784,zmd85g5n
PI040307AA4C020298,-1.816,53.858,6bb1q00s
PI040307AA4C021673,-1.832,53.852,03ajjw5b
PI040307AA4C023183,-1.915,53.773,2we3es71
PI040307AA4C021563,-1.915,53.773,havck45c
PI040307AA4C025108,-1.916,53.773,hbdtxngx
PI040307AA4C021210,-1.901,53.775,7m3kgnvs
PI040307AA4C020602,-1.901,53.775,n90me14q
PI040307AA4A016534,-1.914,53.773,9gpy6ht6
PI040307AA4C021416,-1.914,53.773,ypnmscc3
PI040307AA4C021752,-1.914,53.773,7x4xvn45
PI040307AA4C024174,-1.776,53.784,bwre26vc
PI040307AA4C025406,-1.776,53.784,zzk05292
PI040307AA4C024645,-1.821,53.852,gjs0j7q5
PI040307AA4C021233,-1.821,53.852,pmvjpdhq
PI040307AA4C021689,-1.821,53.852,6361nydc
PI040307AA4C024744,-1.913,53.772,mn5mgy9e
PI040307AA4C020974,-1.737,53.889,nghwma03
PI040307AA4C021074,-1.916,53.773,c1ab20z3
PI040307AA4C025365,-1.916,53.773,kqj18jjs
PI040307AA4C022703,-1.727,53.781,jhmdgmn3
PI040307AA4A016149,-1.901,53.775,68d16z4j
PI040307AA4C020901,-1.914,53.773,ttyh12j3
PI040307AA4C023086,-1.914,53.773,p39vf9s9
PI040307AA4C020096,-1.913,53.773,epet8n6y
PI040307AA4C020018,-1.916,53.774,kw2a4tsc
PI040307AA4C020453,-1.916,53.774,rcw489ev
PI040307AA4C020835,-1.916,53.774,8s9ygbxn
PI040307AA4C024911,-1.916,53.774,nhn6hdf2
PI040298AD5I207684,-1.481,52.812,2bzbdkvs
PI040307AA4C021796,-1.916,53.779,pjwfgyhz
PI040297AA4E040950,-1.898,53.775,89b9yvx8
